input_id,model,quant_level,n_pairs,n_skipped_pairs,nli_contradiction_max_mean,nli_contradiction_max_mean_std,nli_contradiction_mean_mean,nli_contradiction_mean_mean_std,nli_contradiction_q90_mean,nli_contradiction_q90_mean_std
MAIN-002,Gemma-3-4B-it,Q5_K_M,190,0,0.815290574759868,0.0544691542380346,0.1400885666923041,0.014361132445539,0.4925674929654249,0.0686079281789846
MAIN-002,Gemma-3-4B-it,Q6_K,190,0,0.8151937938893097,0.076020407391244,0.1271281688657569,0.0199288718351798,0.4624060844927883,0.0894865172357319
MAIN-002,Phi-4-mini-instruct,Q3_K_M,190,0,0.5945437533855883,0.2055731608672817,0.1425068959045736,0.0581291027391179,0.4042634254774477,0.1647864260275069
MAIN-002,Phi-4-mini-instruct,Q4_K_M,190,0,0.5059052749507336,0.1792139834310317,0.0882007440882338,0.0390064501748637,0.2484118946014883,0.1282171718253009
MAIN-002,Phi-4-mini-instruct,Q5_K_M,190,0,0.6213875652556314,0.1893993548473292,0.1220877097902489,0.0428138952385524,0.3617334948332895,0.1388603170079565
MAIN-002,Phi-4-mini-instruct,Q6_K,190,0,0.7229773819618724,0.18185909722846,0.1228189203412698,0.0348008280584548,0.3932587290280041,0.1219214091271411
MAIN-002,Qwen-MediCare-BD,Q3_K_M,190,0,0.4886726760367552,0.242217296417919,0.1246624674088845,0.0691476220559001,0.3316151563328602,0.1859161991854055
MAIN-002,Qwen-MediCare-BD,Q4_K_M,190,0,0.5715194707387949,0.202284397334113,0.1606735920769982,0.0743222611007096,0.4074592021249657,0.1692910627287773
MAIN-002,Qwen-MediCare-BD,Q5_K_M,190,0,0.4633538894542802,0.2609455334988969,0.1321421729775446,0.1097873721492805,0.3169696295866009,0.1942099969263389
MAIN-002,Qwen-MediCare-BD,Q6_K,190,0,0.4625165300794512,0.2695431011068633,0.1540245158621933,0.097701330759699,0.3647117636633249,0.2227500577073199
MAIN-003,Gemma-3-4B-it,Q3_K_M,190,0,0.9603485286728666,0.0391376720173274,0.1679463224570742,0.0245110062414005,0.6810008447406314,0.1089270832453505
MAIN-003,Gemma-3-4B-it,Q4_K_M,190,0,0.9867292094719804,0.0189526840011376,0.2203479443809454,0.0197776839451246,0.8147597090782202,0.0513697178166221
MAIN-003,Gemma-3-4B-it,Q5_K_M,171,19,0.9932966324200848,0.0109598094092884,0.2505109506931718,0.0312000309253306,0.861623434781082,0.0510336175728877
MAIN-003,Gemma-3-4B-it,Q6_K,190,0,0.976913939706409,0.0243664675006175,0.21471099047044,0.0294723362453299,0.7987420885051218,0.0834329018728107
MAIN-003,Phi-4-mini-instruct,Q3_K_M,190,0,0.3667090951143142,0.2357480356590031,0.0757690714152905,0.0544791730168454,0.212333778722787,0.1593458509576844
MAIN-003,Phi-4-mini-instruct,Q4_K_M,190,0,0.3468926533476156,0.2390038296320005,0.0801067826299202,0.0698940515256498,0.213747369879025,0.1721420036307394
MAIN-003,Phi-4-mini-instruct,Q5_K_M,190,0,0.2194160140386986,0.2359660251342545,0.0646304549796745,0.0884721347941941,0.1457470879053748,0.1750342819243605
MAIN-003,Phi-4-mini-instruct,Q6_K,190,0,0.4027632581246527,0.290988352862559,0.1424235353303989,0.1223209704665798,0.3189811313618519,0.2502718413583608
MAIN-003,Qwen-MediCare-BD,Q3_K_M,190,0,0.4914261539086214,0.3252158296644589,0.2398286199655451,0.2136080316799119,0.405971326606857,0.2812005109073399
MAIN-003,Qwen-MediCare-BD,Q4_K_M,190,0,0.7510017562346658,0.1652960284094031,0.184279503367313,0.0634600897425041,0.5408083397320447,0.1745551036185024
MAIN-003,Qwen-MediCare-BD,Q5_K_M,190,0,0.5061175115410248,0.3166778898252682,0.19637596767962,0.1206090999103924,0.4212914689296519,0.2655162476325565
MAIN-003,Qwen-MediCare-BD,Q6_K,190,0,0.692213959764646,0.1941430377138031,0.1875257682038401,0.0721122407091828,0.5195387828790833,0.1914402385381119
MAIN-004,Gemma-3-4B-it,Q3_K_M,190,0,0.940647593042502,0.0503222247198579,0.2178119078739713,0.0289135136283071,0.7145418459910184,0.0859102529683696
MAIN-004,Gemma-3-4B-it,Q4_K_M,190,0,0.704068889532244,0.1247555891828766,0.1401300052312462,0.0358476354291173,0.4438463065429445,0.1323330450941729
MAIN-004,Gemma-3-4B-it,Q5_K_M,190,0,0.9628356835817614,0.0302825753626705,0.2202094575851149,0.034841158149682,0.724877704528687,0.0976309488325936
MAIN-004,Gemma-3-4B-it,Q6_K,190,0,0.9010258630554688,0.0466655213289373,0.1823470249225204,0.0279784490520568,0.5833027096470716,0.0798113889169961
MAIN-004,Phi-4-mini-instruct,Q3_K_M,190,0,0.5792200030208571,0.1331668171024543,0.1171313804444916,0.0369488823123107,0.3537564979764293,0.1183476288695258
MAIN-004,Phi-4-mini-instruct,Q4_K_M,190,0,0.5904870685477992,0.163733184919525,0.1090935616964065,0.0343391113988336,0.3244522314024652,0.1232111204160096
MAIN-004,Phi-4-mini-instruct,Q5_K_M,190,0,0.5412309113241323,0.2153777156043831,0.0926725448219974,0.044170882704728,0.2806690457347721,0.1491672755638715
MAIN-004,Phi-4-mini-instruct,Q6_K,190,0,0.6265389257361477,0.1612938795688808,0.1125711294067953,0.0363300437753302,0.3467223620974278,0.1311948539597429
